ox,alpha,misc.dent.ax,misc.dent.eq,f.chi.0.ax,f.chi.1.ax,f.chi.2.ax,f.chi.3.ax,f.Z.0.ax,f.Z.1.ax,f.Z.2.ax,f.Z.3.ax,f.I.0.ax,f.I.1.ax,f.I.2.ax,f.I.3.ax,f.T.0.ax,f.T.1.ax,f.T.2.ax,f.T.3.ax,f.S.0.ax,f.S.1.ax,f.S.2.ax,f.S.3.ax,f.chi.0.eq,f.chi.1.eq,f.chi.2.eq,f.chi.3.eq,f.Z.0.eq,f.Z.1.eq,f.Z.2.eq,f.Z.3.eq,f.I.0.eq,f.I.1.eq,f.I.2.eq,f.I.3.eq,f.T.0.eq,f.T.1.eq,f.T.2.eq,f.T.3.eq,f.S.0.eq,f.S.1.eq,f.S.2.eq,f.S.3.eq,lc.chi.0.ax,lc.chi.1.ax,lc.chi.2.ax,lc.chi.3.ax,lc.Z.0.ax,lc.Z.1.ax,lc.Z.2.ax,lc.Z.3.ax,lc.I.1.ax,lc.I.2.ax,lc.I.3.ax,lc.T.0.ax,lc.T.1.ax,lc.T.2.ax,lc.T.3.ax,lc.S.0.ax,lc.S.1.ax,lc.S.2.ax,lc.S.3.ax,lc.chi.0.eq,lc.chi.1.eq,lc.chi.2.eq,lc.chi.3.eq,lc.Z.0.eq,lc.Z.1.eq,lc.Z.2.eq,lc.Z.3.eq,lc.I.1.eq,lc.I.2.eq,lc.I.3.eq,lc.T.0.eq,lc.T.1.eq,lc.T.2.eq,lc.T.3.eq,lc.S.0.eq,lc.S.1.eq,lc.S.2.eq,lc.S.3.eq,mc.chi.0.all,mc.chi.1.all,mc.chi.2.all,mc.chi.3.all,mc.Z.0.all,mc.Z.1.all,mc.Z.2.all,mc.Z.3.all,mc.I.2.all,mc.I.3.all,mc.T.1.all,mc.T.2.all,mc.T.3.all,mc.S.0.all,mc.S.1.all,mc.S.2.all,mc.S.3.all,f.chi.0.all,f.chi.1.all,f.chi.2.all,f.chi.3.all,f.Z.0.all,f.Z.1.all,f.Z.2.all,f.Z.3.all,f.I.0.all,f.I.1.all,f.I.2.all,f.I.3.all,f.T.0.all,f.T.1.all,f.T.2.all,f.T.3.all,f.S.0.all,f.S.1.all,f.S.2.all,f.S.3.all,D_lc.chi.1.ax,D_lc.chi.2.ax,D_lc.chi.3.ax,D_lc.Z.1.ax,D_lc.Z.2.ax,D_lc.Z.3.ax,D_lc.T.1.ax,D_lc.T.2.ax,D_lc.T.3.ax,D_lc.S.1.ax,D_lc.S.2.ax,D_lc.S.3.ax,D_lc.chi.1.eq,D_lc.chi.2.eq,D_lc.chi.3.eq,D_lc.Z.1.eq,D_lc.Z.2.eq,D_lc.Z.3.eq,D_lc.T.1.eq,D_lc.T.2.eq,D_lc.T.3.eq,D_lc.S.1.eq,D_lc.S.2.eq,D_lc.S.3.eq,D_mc.chi.1.all,D_mc.chi.2.all,D_mc.chi.3.all,D_mc.Z.1.all,D_mc.Z.2.all,D_mc.Z.3.all,D_mc.T.1.all,D_mc.T.2.all,D_mc.T.3.all,D_mc.S.1.all,D_mc.S.2.all,D_mc.S.3.all
2,0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,3.5344,38.0512,56.212,89.3,729,1269,1674,1890,12,20,108,192,240,1.5876,5.544,10.6344,14.364,319.8165,721.4344,1349.672,1890.594,1877,4910,7818,9440,51,110,192,282,302,822,1376,1778,20.4142,54.4106,91.6172,122.1886,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-8.96,-7.34,-9.9,115,262,470,18,40,80,3.16,6.68,13.8
2,0.2,1,1,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,3.5344,37.2992,57.528,107.16,729,1242,1944,2268,12,24,108,216,288,1.5876,5.5692,11.6424,17.2368,364.257,828.7864,1528.724,2126.18,2045,5340,8858,11216,59,128,222,324,350,948,1590,2116,23.819,63.2828,106.2278,144.4044,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-8.56,-8.04,-11.88,116,252,564,18,36,96,3.14,5.88,16.56
3,0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.9925,39.897,18.6775,625,1125,675,500,11,5,102,96,72,1.9321,6.1716,7.2975,4.2395,191.1776,384.869,711.571,1096.299,1247,3098,3742,3446,30,60,106,160,166,438,642,730,11.5294,30.5864,48.5106,59.312,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.05,-8.69,-4.3,105,248,105,19,50,18,3.9,10.04,3.9
2,0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.9925,39.897,18.6775,625,1125,675,500,11,5,102,96,72,1.9321,6.1716,7.2975,4.2395,191.1776,384.869,711.571,1096.299,1247,3098,3742,3446,30,60,106,160,166,438,642,730,11.5294,30.5864,48.5106,59.312,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.05,-8.69,-4.3,105,248,105,19,50,18,3.9,10.04,3.9
2,0.2,1,1,39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.7556,34.2624,49.634,78.85,576,1152,1488,1680,12,20,108,192,240,1.6129,5.5626,10.7188,14.478,310.2872,693.7118,1322.431,1819.42,1702,4616,7458,8870,49,106,186,270,292,798,1346,1710,19.6801,52.6306,89.2234,117.171,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-10.68,-9.98,-14.3,96,226,410,18,40,80,3.24,6.8,14
3,0.2,1,1,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,30.6064,42.0368,54.896,729,1026,1404,1404,8,12,84,120,192,1.5876,5.7708,7.6608,9.6264,282.509,598.1408,1032.3908,1241.9336,1693,3900,5650,6952,47,96,166,196,262,636,874,1132,18.6466,47.4236,72.9334,93.1236,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5,-7.32,-6.64,124,164,272,22,28,40,2.98,4,7.48
2,0.2,1,1,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,30.6064,42.0368,54.896,729,1026,1404,1404,8,12,84,120,192,1.5876,5.7708,7.6608,9.6264,282.509,598.1408,1032.3908,1241.9336,1693,3900,5650,6952,47,96,166,196,262,636,874,1132,18.6466,47.4236,72.9334,93.1236,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5,-7.32,-6.64,124,164,272,22,28,40,2.98,4,7.48
2,0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,27.5125,44.857,73.625,625,1025,1700,1750,11,20,102,186,240,1.9321,6.2828,11.7177,15.846,350.5091,768.209,1349.766,1985.766,1895,4726,7700,9940,58,124,212,320,336,898,1452,1960,24.1154,63.2008,104.0684,146.676,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-8.45,-11.89,-16.5,109,207,430,19,35,80,3.82,6.86,16.4
2,0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,29.6277,38.796,4.6665,676,988,1066,156,7,1,78,48,24,1.5625,5.725,5.5125,0.9625,134.9735,224.3714,387.215,613.497,1266,2596,3454,2964,18,34,60,78,94,232,272,232,9.0314,21.0466,32.45,37.2978,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.21,-8.39,-0.72,118,141,20,23,34,2,2.92,4.34,0.48
3,0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,29.6277,38.796,4.6665,676,988,1066,156,7,1,78,48,24,1.5625,5.725,5.5125,0.9625,134.9735,224.3714,387.215,613.497,1266,2596,3454,2964,18,34,60,78,94,232,272,232,9.0314,21.0466,32.45,37.2978,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.21,-8.39,-0.72,118,141,20,23,34,2,2.92,4.34,0.48
3,0.2,1,1,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,34.2912,57.528,107.16,729,1134,1944,2268,12,24,108,216,288,1.5876,5.67,11.6424,17.2368,399.259,903.3504,1589.544,2325.036,2133,5364,8838,11736,67,144,246,372,390,1044,1710,2388,26.8566,70.7532,116.4894,165.5148,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.96,-8.04,-11.88,120,252,564,18,36,96,3.06,5.88,16.56
2,0.2,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.7556,28.3528,37.4496,0,576,960,864,0,8,0,84,48,0,1.6129,5.7658,5.588,0,119.1272,187.4256,336.3084,639.9296,1108,2368,3060,2432,15,28,50,80,78,208,262,184,7.7295,18.1892,28.8978,33.2944,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-7.12,-9.28,0,104,156,0,22,40,0,3.08,5.76,0
3,0.2,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.7556,28.3528,37.4496,0,576,960,864,0,8,0,84,48,0,1.6129,5.7658,5.588,0,119.1272,187.4256,336.3084,639.9296,1108,2368,3060,2432,15,28,50,80,78,208,262,184,7.7295,18.1892,28.8978,33.2944,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-7.12,-9.28,0,104,156,0,22,40,0,3.08,5.76,0
3,0.2,1,1,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,32.1104,42.0368,54.896,729,1080,1404,1404,8,12,84,120,192,1.5876,5.7204,7.6608,9.6264,265.008,560.8588,998.2048,1129.3216,1649,3888,5640,6612,43,88,154,172,242,588,814,996,17.1278,43.6884,67.7946,82.8212,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.8,-7.32,-6.64,122,164,272,22,28,40,3.02,4,7.48
2,0.2,1,1,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,32.1104,42.0368,54.896,729,1080,1404,1404,8,12,84,120,192,1.5876,5.7204,7.6608,9.6264,265.008,560.8588,998.2048,1129.3216,1649,3888,5640,6612,43,88,154,172,242,588,814,996,17.1278,43.6884,67.7946,82.8212,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.8,-7.32,-6.64,122,164,272,22,28,40,3.02,4,7.48
2,0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,37.13,47.8272,0,729,1242,486,0,11,0,102,66,0,1.5876,5.5692,5.5818,0,129.4385,243.164,468.4464,835.976,1159,2740,2742,1400,18,34,62,110,96,268,382,310,6.7469,17.6646,28.8116,32.635,0.795,0,0,6,0,0,1,0,0,0.38,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.47,-4.76,0,116,279,0,19,55,0,3.14,9.43,0
3,0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,37.13,47.8272,0,729,1242,486,0,11,0,102,66,0,1.5876,5.5692,5.5818,0,129.4385,243.164,468.4464,835.976,1159,2740,2742,1400,18,34,62,110,96,268,382,310,6.7469,17.6646,28.8116,32.635,0.795,0,0,6,0,0,1,0,0,0.38,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.47,-4.76,0,116,279,0,19,55,0,3.14,9.43,0
2,0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,30.5244,42.5658,17.385,676,1014,1196,364,8,4,84,72,48,1.5625,5.7,6.5,2.85,164.161,300.6248,525.4888,876.0136,1376,2960,4238,4092,23,46,80,122,126,334,476,490,11.0839,26.8794,43.322,55.527,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.7,-8.62,-2.18,117,162,90,22,36,16,2.94,4.8,2.72
2,0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,28.8957,40.809,17.385,676,962,1352,364,7,4,78,66,48,1.5625,5.75,6.4875,2.85,160.9835,284.6394,488.728,817.022,1410,2920,4424,4288,22,44,76,112,120,314,440,448,11.403,27.0232,43.3296,55.8072,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.81,-9.49,-2.18,119,130,90,23,31,16,2.9,3.56,2.72
3,0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,28.8957,40.809,17.385,676,962,1352,364,7,4,78,66,48,1.5625,5.75,6.4875,2.85,160.9835,284.6394,488.728,817.022,1410,2920,4424,4288,22,44,76,112,120,314,440,448,11.403,27.0232,43.3296,55.8072,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.81,-9.49,-2.18,119,130,90,23,31,16,2.9,3.56,2.72
3,0.2,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,28.764,35.7952,19.176,729,972,1188,648,6,4,72,60,96,1.5876,5.8212,5.6196,3.8808,187.273,351.288,595.3574,658.512,1425,2952,3936,4080,29,56,98,92,154,344,376,440,12.4752,29.9684,43.715,48.9412,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.02,-7.76,-2.68,126,118,84,24,26,8,2.94,3.1,1.96
2,0.2,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,28.764,35.7952,19.176,729,972,1188,648,6,4,72,60,96,1.5876,5.8212,5.6196,3.8808,187.273,351.288,595.3574,658.512,1425,2952,3936,4080,29,56,98,92,154,344,376,440,12.4752,29.9684,43.715,48.9412,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.02,-7.76,-2.68,126,118,84,24,26,8,2.94,3.1,1.96
2,0.2,1,1,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,31.992,43.09,29.45,625,1200,800,700,12,8,108,120,96,1.9321,6.0882,8.3956,6.3384,202.8641,423.038,823.298,1268.484,1313,3440,4552,4180,31,64,114,180,178,492,794,900,12.0631,32.668,54.4834,67.41,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-11.34,-9.2,-6.6,102,268,172,18,52,32,3.96,10.64,6.56
2,0.2,1,1,46.9851,91.8255,126.934,80.146,168,330,316,73,7.5,14,20,14,34,73,74,28,2.80555,6.0522,6.9886,3.515,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,12.648,19.59125,15.983,50,69,74,17,1.5,2.5,2.5,2.5,7,10,3.5,0.5629,0.85085,1.12865,0.69745,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,37.13,48.3912,22.654,729,1242,729,540,11,5,102,96,72,1.5876,5.5692,6.615,3.843,183.559,378.999,713.7624,1050.65,1329,3272,3858,3306,28,56,100,148,156,414,612,662,10.4255,27.5644,44.5814,53.401,0.645,2.13,1.765,1.5,9,14.5,-1.5,-1.5,1,-0.03,0.32,0.96,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.47,-5.06,-2.65,116,270,115,19,50,18,3.14,8.61,3.25
2,0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,30.6125,39.432,0,625,1150,450,0,11,0,102,66,0,1.9321,6.1438,6.1577,0,128.3066,230.129,451.656,835.976,1055,2556,2670,1400,18,34,62,110,96,268,382,310,7.0914,18.8138,29.9634,32.635,0.795,0,0,6,0,0,1,0,0,0.38,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.45,-8.39,0,104,257,0,19,55,0,3.92,10.86,0
3,0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,30.6125,39.432,0,625,1150,450,0,11,0,102,66,0,1.9321,6.1438,6.1577,0,128.3066,230.129,451.656,835.976,1055,2556,2670,1400,18,34,62,110,96,268,382,310,7.0914,18.8138,29.9634,32.635,0.795,0,0,6,0,0,1,0,0,0.38,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.45,-8.39,0,104,257,0,19,55,0,3.92,10.86,0
