MOF_name,data_set,water_label,acid_label,base_label,boiling_label,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
SEFNUN,CoRE,2,0,0,0,3.75534,1.63598,3.51893,0.0,0.0,0.1594,0.1088782940123768,0.0,0.1594,0.0,0.1088789999999999,-0.025,0.355,0.1549999999999999,-0.75,1.5,0.0,1.25,7.25,4.75,-4.425000000000002,-1.5321100000000003,-4.478555,0.5900000000000002,1.4300000000000002,1.2325000000000004,-0.02,-0.02,-0.04,-1.0,-1.0,-2.0,1.0,1.0,2.0,-3.0000000000000004,-3.0000000000000004,-6.000000000000001,0.4450000000000001,0.4450000000000001,0.8900000000000001,0.75,1.25,2.25,1.75,0.407075,0.7068749999999999,0.984375,0.852925,2.75,8.5,10.75,9.75,44.25,59.5,66.5,59.0,27.735,84.71000000000002,118.06261400000002,109.336307,8.2272,10.9654,17.6534,13.544,1.0,1.0,1.0,0.5328999999999999,0.5475,0.5475,0.5621,1.0,2.0,2.0,3.0,64.0,56.0,56.0,48.0,28.09,43.99,43.99,59.89,11.8336,10.3028,10.302799999999998,8.771999999999998,3.1900000000000004,1.97,2.26,15.5,12.0,13.0,121.0,80.0,91.0,-9.845,-4.9300000000000015,-5.825000000000001,12.0,30.0,53.0,43.0,8.8812,25.4186,38.03530000000001,25.250700000000005,108.0,360.0,417.0,176.0,2384.0,5728.0,8004.0,3104.0,113.11879999999998,207.2944,504.8301,416.8591999999999,5.5,5.0,4.0,1.7161000000000004,5.2596500000000015,5.9998000000000005,3.9038,30.5,82.0,84.5,49.0,900.0,1320.0,2100.0,870.0,2.7225,31.218000000000004,21.747,20.50125,22.0,45.0,72.0,95.0,9.1854,21.47690000000001,31.52600000000001,37.2051,117.0,293.0,424.0,479.0,609.0,1252.0,1710.0,1786.0,148.48739999999995,300.23860000000013,472.15619999999984,591.3175000000001
SEFPAV,CoRE,2,0,0,0,3.4877800000000003,2.23139,3.02297,0.0,0.0,0.1339,0.1052333760344542,0.0,0.1339,0.0,0.105233,-0.05,0.71,0.7,-1.5,2.5,1.5,2.5,14.5,15.0,-8.850000000000003,-3.06422,-4.11422,1.1800000000000004,2.8600000000000003,3.0600000000000005,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000001,0.8900000000000001,1.7800000000000002,1.0,2.0,4.5,4.0,0.5477,1.1473,1.96875,1.6946,5.0,16.5,23.0,19.5,56.5,87.0,133.0,104.0,41.425,155.375,236.125228,210.215228,10.5376,16.014,35.3068,29.9,1.0,2.0,2.0,0.5328999999999999,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,2.3200000000000003,1.08,2.24,10.0,2.0,8.0,88.0,48.0,92.0,-7.16,-1.7999999999999998,-5.380000000000001,7.0,12.0,16.0,12.0,5.0335,9.8988,10.4296,6.7452000000000005,28.0,56.0,42.0,16.0,1228.0,2112.0,1488.0,576.0,63.06189999999999,80.49599999999998,158.8332,105.26399999999998,4.0,2.0,4.0,1.7161000000000002,3.8252,2.0174000000000003,3.9300000000000006,16.0,24.0,24.0,32.0,900.0,960.0,360.0,840.0,2.7225,22.704,8.415,19.767,35.0,72.0,120.0,160.0,14.0667,33.63360000000001,50.37440000000001,58.54560000000002,192.0,484.0,682.0,748.0,908.0,1920.0,2726.0,2776.0,231.1151,476.34,792.0674,992.6559999999996
SENWAL,CoRE,1,0,0,0,8.65122,7.373410000000002,8.64593,2392.97,3269.69,0.7565,1.0336605794784557,0.7565,0.0,1.03366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.8336,8.771999999999998,20.605599999999992,17.543999999999993,1.7400000000000002,1.6200000000000006,3.36,3.0,0.0,3.0,66.0,72.0,138.0,-5.369999999999999,-2.7,-8.07,11.0,24.0,30.0,36.0,8.4083,18.2208,21.696600000000004,24.966000000000005,54.0,120.0,144.0,168.0,2292.0,3456.0,3312.0,4032.0,95.9541,173.37599999999995,263.49479999999994,278.64,3.0,3.0,6.0,1.7161000000000004,2.8689,3.0261,5.895000000000001,9.0,18.0,27.0,45.0,900.0,720.0,540.0,1260.0,2.7225,17.027999999999995,12.6225,29.650499999999997,18.0,36.0,54.0,66.0,8.944199999999997,19.126800000000006,27.591,31.00020000000001,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.2129999999999
SENWEP,CoRE,1,0,0,0,5.93538,3.31524,5.93538,2404.11,2065.63,0.4875,0.4188648119189593,0.4875,0.0,0.418865,0.0,0.0016666666666666,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.0833333333333333,0.0,0.0,0.175,0.0,-4.934324553889585e-17,-0.0333333333333333,0.0,0.0,-0.045,-0.03,-0.06,-1.5,1.5,-3.0,2.25,1.5,3.0,-6.075000000000001,-4.500000000000001,-9.000000000000002,0.9675,0.6675000000000002,1.3350000000000004,0.25,0.4166666666666667,0.5,0.6666666666666666,0.1356916666666666,0.228125,0.2713833333333333,0.365,0.9166666666666666,1.75,2.1666666666666665,2.0,14.75,23.33333333333333,29.5,37.333333333333336,9.245,16.34166666666667,18.49,26.14666666666667,2.7424,4.357333333333333,5.4848,6.971733333333333,1.5,3.0,1.5,0.5328999999999999,0.8322,1.6205999999999996,0.8431500000000001,3.0,9.0,7.5,4.5,64.0,78.0,180.0,72.0,28.09,74.3325,108.12,89.83500000000002,11.8336,14.4222,33.2046,13.157999999999998,2.03,2.4600000000000004,5.1000000000000005,4.5,3.0,15.0,77.0,106.5,204.0,-6.264999999999999,-4.785,-13.439999999999998,21.0,44.0,66.0,96.0,13.826099999999997,29.9884,43.75620000000001,62.80919999999999,110.0,272.0,384.0,456.0,2887.0,4944.0,6402.0,9552.0,206.5141,372.9648,633.0467999999997,838.6031999999997,3.5,4.5,9.0,1.7161000000000004,3.34705,4.49985,8.763900000000001,12.5,29.0,49.5,64.5,900.0,840.0,855.0,1980.0,2.7225,19.866,20.1465,46.6785,18.0,36.0,54.0,66.0,8.9442,19.126800000000006,27.591,31.00020000000001,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.2129999999999
SENWIT,CoRE,1,0,0,0,8.52908,6.49629,8.31489,2544.74,3248.81,0.7346,0.9378462984051762,0.7346,0.0,0.937846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.8336,8.771999999999998,20.605599999999992,17.543999999999993,1.7400000000000002,1.6200000000000006,3.36,3.0,0.0,3.0,66.0,72.0,138.0,-5.369999999999999,-2.7,-8.07,11.0,24.0,30.0,36.0,8.4083,18.2208,21.696600000000004,24.966000000000005,54.0,120.0,144.0,168.0,2292.0,3456.0,3312.0,4032.0,95.9541,173.37599999999995,263.49479999999994,278.64,3.0,3.0,6.0,1.7161000000000004,2.8689,3.0261,5.895000000000001,9.0,18.0,27.0,45.0,900.0,720.0,540.0,1260.0,2.7225,17.027999999999995,12.6225,29.650499999999997,18.0,36.0,54.0,66.0,8.944199999999997,19.126800000000006,27.591,31.00020000000001,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.2129999999999
SENWOZ,CoRE,1,0,0,0,8.93321,7.13554,8.85614,2431.6,3272.4,0.7494,1.0085268563676884,0.7494,0.0,1.00853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.8336,8.771999999999998,20.605599999999992,17.543999999999993,1.7400000000000002,1.6200000000000006,3.36,3.0,0.0,3.0,66.0,72.0,138.0,-5.369999999999999,-2.7,-8.07,11.0,24.0,30.0,36.0,8.4083,18.2208,21.696600000000004,24.966000000000005,54.0,120.0,144.0,168.0,2292.0,3456.0,3312.0,4032.0,95.9541,173.37599999999995,263.49479999999994,278.64,3.0,3.0,6.0,1.7161000000000004,2.8689,3.0261,5.895000000000001,9.0,18.0,27.0,45.0,900.0,720.0,540.0,1260.0,2.7225,17.027999999999995,12.6225,29.650499999999997,18.0,36.0,54.0,66.0,8.944199999999997,19.126800000000006,27.591,31.00020000000001,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.2129999999999
SETSIV,CoRE,3,0,0,0,10.19056,8.582930000000001,10.19056,2465.84,3511.55,0.6884,0.9803363106088224,0.6884,0.0,0.980336,0.0,-0.0133333333333333,-0.0133333333333333,-0.0266666666666666,-0.6666666666666666,-0.6666666666666666,-1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,-2.0000000000000004,-2.0000000000000004,-4.000000000000001,0.2966666666666667,0.2966666666666667,0.5933333333333334,-0.04,0.1288888888888888,0.1022222222222221,-2.0,-1.5555555555555554,-2.888888888888889,2.0,4.666666666666667,6.0,-6.400000000000001,-5.114271111111112,-8.914271111111113,0.9100000000000004,1.2833333333333334,1.8666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1776333333333333,0.1873666666666666,0.365,0.3747333333333333,0.3333333333333333,1.0,1.3333333333333333,2.0,21.33333333333333,16.0,37.333333333333336,32.0,9.363333333333332,19.963333333333328,29.32666666666667,39.92666666666667,3.944533333333333,2.9239999999999995,6.868533333333333,5.847999999999999,1.222222222222222,2.444444444444444,2.2222222222222223,0.5394777777777777,0.6938555555555557,1.231666666666667,1.1260444444444448,1.6666666666666667,5.0,6.666666666666668,6.888888888888888,60.66666666666666,56.0,108.88888888888886,87.11111111111113,34.016666666666666,83.74555555555554,120.41671733333334,126.56782844444444,11.257600000000004,10.267999999999995,22.444355555555557,18.340444444444444,2.49,2.62,7.240000000000001,10.0,7.0,28.0,85.0,108.0,252.0,-7.63,-4.48,-14.49,13.75,28.5,46.5,60.0,9.429175,21.293550000000003,33.66404999999999,38.2908,75.0,190.5,276.0,276.0,1700.5,3474.0,5113.5,4536.0,113.195575,200.36399999999992,394.2696,477.3408,4.5,6.0,12.0,1.6645,4.25655,6.5948,10.616,20.5,47.5,91.0,118.0,738.0,930.0,1404.0,1896.0,2.73905,24.968000000000004,23.8441,56.8661,14.25,28.5,42.0,48.0,6.536025,14.356650000000002,19.8486,20.2083,70.5,166.5,216.0,202.5,475.5,891.0,1239.0,1149.0,104.473875,195.993,296.3103,320.73225
SIFVAG,CoRE,1,0,0,0,5.52904,3.49181,5.49354,940.505,809.071,0.1996,0.171706309948815,0.1996,0.0,0.171706,0.0,0.472,0.24,0.6120000000000001,4.35,0.8999999999999999,1.7999999999999998,16.9,9.0,18.9,17.069999999999993,1.317866999999998,7.013600999999994,-0.3949999999999994,0.8445000000000005,1.5000000000000009,-0.24875,-0.045,0.0499999999999999,-2.625,-1.7499999999999998,-2.75,-7.25,2.25,3.75,-11.362499999999995,-6.750000000000003,-5.8017775,0.6299999999999999,1.0012500000000002,1.2000000000000002,1.0,3.0,2.55,3.3000000000000003,0.8209049999999999,2.11605,1.487175,1.8158100000000004,9.9,17.25,19.65,26.70000000000001,165.10000000000005,281.0,138.60000000000002,146.7,227.6395,384.30000000000007,250.6342842,337.39754460000006,8.20854,23.77776,20.56896,23.619,1.125,2.875,2.0,0.5404,0.7959,1.5949375,1.0703,1.375,4.75,6.625,7.25,60.50000000000001,122.5,152.0,79.5,40.54,110.8725,166.33375,151.44008574999995,11.1672125,9.7038,27.91175,15.61875,2.18,1.59,6.573333333333335,3.0,-1.0,10.333333333333334,30.666666666666675,15.0,82.66666666666667,-6.473333333333333,-4.589999999999999,-16.56333333333333,12.0,25.33333333333333,37.333333333333336,45.33333333333334,11.097200000000004,23.15560000000001,33.81213333333334,41.81826666666665,62.66666666666666,149.33333333333334,209.3333333333333,261.3333333333333,2732.0,3654.666666666666,4168.0,4861.333333333333,96.26786666666668,153.77053333333333,299.43733333333324,286.3578666666668,3.0,3.6666666666666665,8.666666666666666,2.1478000000000006,3.3911,5.930666666666667,9.7978,9.666666666666666,21.66666666666667,43.0,59.0,817.0,565.6666666666666,710.6666666666665,955.3333333333336,1.8182333333333336,11.138233333333332,10.086666666666664,27.5397,71.0,146.0,266.0,338.0,27.06610000000002,68.02500000000002,106.43060000000004,130.75539999999995,412.0,1038.0,1482.0,1790.0,2000.0,4632.0,6078.0,6710.0,442.92509999999993,932.4474000000004,1680.7883999999997,2060.399999999999
SIFVEK,CoRE,4,0,0,1,4.58252,2.40944,4.57169,0.0,0.0,0.1261,0.1037023635257158,0.0,0.1261,0.0,0.103702,0.2942460317460318,1.030714285714286,0.3766666666666666,1.3690476190476188,3.095238095238096,0.5238095238095238,11.26984126984127,26.380952380952376,12.714285714285715,9.479761904761904,19.08627690476189,1.1479795238095214,-0.0536111111111107,1.3236904761904762,1.4107142857142865,-0.1474206349206349,-0.0134920634920635,0.6314285714285713,-1.6944444444444444,-2.7380952380952377,-1.8333333333333333,-4.325396825396826,2.8174603174603177,14.976190476190474,-6.594047619047619,-4.823809523809524,-0.8310669047619063,0.3611111111111111,0.8328174603174605,2.6528571428571435,0.8888888888888888,2.392857142857143,3.678571428571429,2.7380952380952377,0.6848440476190477,1.675847619047619,1.8256654761904767,1.4984976190476191,7.44047619047619,17.476190476190474,19.630952380952376,21.214285714285708,129.91269841269843,218.7777777777777,143.0952380952381,118.54761904761908,171.53829365079363,303.46690476190486,309.90923947619046,254.85137533333344,7.764909523809522,18.924002380952388,27.517976190476197,20.24811904761904,1.1626984126984123,2.5277777777777777,3.285714285714286,0.5649238095238095,0.8239238095238095,1.4297591269841268,1.4047761904761904,1.996031746031746,5.333333333333333,8.503968253968258,9.452380952380953,69.4761904761905,124.77777777777776,135.2380952380952,88.61904761904762,57.71714285714287,120.06293650793651,171.0343253968254,199.74394659523807,10.888946428571426,9.915666666666668,23.76472857142857,24.69630952380952,3.6675000000000018,2.6525,12.115000000000002,11.75,5.75,41.75,31.25,25.75,132.25,-10.762500000000005,-7.504999999999997,-31.74749999999999,29.33333333333333,66.66666666666667,132.0,164.66666666666666,19.32886666666665,51.67733333333331,95.0521333333333,128.88933333333338,213.3333333333333,640.0,1076.0,1422.0,3514.666666666666,5530.666666666668,10320.0,14208.666666666664,211.3276666666666,377.87280000000015,1004.9957333333336,1065.2571333333328,4.75,6.75,16.0,2.211475,5.41405,11.4845,18.408949999999987,25.25,71.75,154.0,216.0,643.0,537.0,1181.5,1705.25,1.5799,15.857399999999998,16.787725,50.323574999999984,71.0,146.0,266.0,338.0,27.06610000000001,68.025,106.4306,130.7554,412.0,1038.0,1482.0,1790.0,2000.0,4632.0,6078.0,6710.0,442.9250999999997,932.4474,1680.7883999999997,2060.4
SIFVOU,CoRE,4,0,0,1,2.5028,1.35699,2.4658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962857142857143,0.0868571428571428,0.2239999999999999,1.3714285714285714,0.3142857142857143,0.6285714285714287,3.5428571428571423,3.6571428571428566,7.6571428571428575,3.214285714285714,-0.183669714285715,1.3004194285714266,-0.0497142857142855,0.4234285714285717,0.7748571428571431,-0.1140714285714286,0.6351428571428573,0.0371428571428571,-3.207142857142857,-0.8142857142857143,-1.1571428571428568,-1.5285714285714285,13.242857142857144,2.071428571428571,-7.519285714285713,-0.5013694285714287,-2.789688714285714,0.7334285714285715,2.5180714285714285,0.6271428571428572,0.4,1.0857142857142856,1.3714285714285714,1.4857142857142858,0.2745428571428571,0.7497457142857143,0.7830400000000002,0.8202171428571428,4.057142857142857,8.885714285714283,9.057142857142855,11.714285714285715,45.82857142857144,104.0,76.57142857142857,66.85714285714286,54.08628571428572,116.218,110.3500130285714,142.2215408,3.845531428571428,9.072937142857144,12.21933714285714,11.002742857142856,1.2214285714285715,3.364285714285714,1.1142857142857143,0.5376142857142857,0.7434742857142859,1.3480307142857144,0.59246,1.6642857142857146,6.628571428571428,7.7214285714285715,4.985714285714286,61.8,85.68571428571428,100.57142857142858,43.11428571428571,35.91571428571429,86.13642857142857,128.46290082857143,86.63519675714285,11.414727857142855,11.024628571428568,29.47395714285714,8.564357142857142,3.9450000000000007,5.4300000000000015,15.335,12.75,14.75,59.5,34.0,57.75,168.5,-11.605,-10.722499999999998,-31.2275,30.0,67.0,129.0,177.0,15.906350000000018,43.81429999999999,75.45489999999998,102.05979999999994,217.0,669.0,1061.0,1393.0,2564.0,4232.0,7469.0,9361.0,213.71459999999985,421.7094000000001,1002.7188000000004,1186.9019999999996,5.0,8.0,17.25,2.211475,5.584550000000001,10.1825,16.421074999999995,28.0,85.5,163.5,192.0,643.0,537.0,980.75,1457.75,1.5799,16.85715,20.861125,50.9211,72.5,152.0,278.0,344.0,27.865450000000035,71.8575,112.913,134.128,439.0,1131.0,1572.0,1868.0,2096.0,5208.0,6798.0,6998.0,460.67549999999983,994.5738,1813.606799999999,2113.032
SOCLIH,CoRE,4,0,0,0,6.32882,5.06011,6.31625,1229.13,1036.09,0.2704,0.2279317553442578,0.2704,0.0,0.227932,0.0,-0.03,-0.03,-0.06,-1.5,-1.5,-3.0,1.5,1.5,3.0,-4.500000000000001,-4.500000000000001,-9.000000000000002,0.6675000000000001,0.6675000000000001,1.3350000000000002,-0.04,0.2924999999999999,0.20375,-2.0,-1.125,-2.1875,2.0,7.25,7.0,-6.7875000000000005,-4.25622125,-7.198638124999999,0.9293750000000004,1.6643750000000002,1.885,0.75,0.75,1.5,1.5,0.399675,0.421575,0.82125,0.8431500000000001,0.75,2.25,3.0,4.5,48.0,36.0,84.0,72.0,21.0675,44.9175,65.985,89.83500000000002,8.8752,6.578999999999999,15.454199999999997,13.157999999999998,1.4375,2.875,2.4375,0.54585,0.8214937500000001,1.3640624999999995,1.1840812500000002,2.3125,6.9375,9.25,8.5,57.4375,63.75,105.875,85.0625,39.75812500000001,106.85562499999996,151.83978725000003,142.56867212499995,10.6996,11.71725,24.22565,19.3115,2.84,4.319999999999999,6.479999999999998,21.0,28.0,43.0,122.0,186.0,260.0,-8.379999999999999,-4.419999999999999,-6.529999999999999,15.0,30.0,52.0,78.0,8.5519,19.769400000000005,31.8964,38.3094,86.0,236.0,300.0,214.0,1356.0,3232.0,4036.0,2840.0,118.16070000000002,220.7088,438.752,636.7760000000002,6.0,8.0,11.0,1.4641,5.348199999999999,6.4856,8.2643,36.0,90.0,120.0,138.0,784.0,1288.0,1064.0,1344.0,3.6481,37.89439999999999,37.627,52.60140000000001,24.66666666666667,51.33333333333334,78.66666666666667,97.33333333333331,10.776333333333335,25.261133333333344,36.33960000000001,40.39320000000001,130.0,318.0,441.33333333333326,473.33333333333326,700.0,1464.0,2048.0,2083.333333333333,164.96339999999995,338.28300000000013,521.7036000000002,614.9663333333333
SONTUL,CoRE,4,0,0,0,11.09484,6.55104,11.09484,2396.12,2713.68,0.67,0.7587975211104266,0.67,0.0,0.758798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-1.9750000000000003,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9750000000000003,2.0,0.5328999999999998,0.5621,1.0816774999999998,1.1242,1.0,2.975,3.975,6.0,64.0,48.0,110.40000000000002,96.0,28.09,59.89000000000001,87.27774999999998,119.78000000000002,11.8336,8.771999999999998,20.30976,17.543999999999997,2.6,2.3891666666666658,4.8808333333333325,8.083333333333334,4.0,11.583333333333336,84.0,90.08333333333331,170.58333333333334,-6.1599999999999975,-2.545833333333334,-8.449166666666667,14.0,31.66666666666667,47.33333333333334,62.33333333333334,10.443599999999998,24.92463333333333,33.522566666666656,41.8655,79.0,188.66666666666663,248.66666666666663,306.6666666666667,2338.0,4464.0,4752.666666666667,5813.333333333332,127.89879999999998,242.004,450.63566666666674,512.5026666666664,4.0,3.9166666666666665,7.75,1.9043999999999992,4.029600000000001,4.161849999999999,8.02355,16.0,31.666666666666675,46.66666666666666,77.66666666666667,841.0,928.0,681.5,1570.833333333333,3.61,26.144,18.97625,44.03091666666666,17.875,35.75,53.5,65.5,8.8775875,18.986275000000006,27.31725,30.71915000000001,89.25,214.25,291.5,302.5,703.0,1248.0,1868.0,1920.0,142.56489999999997,253.776,394.4942,457.8269999999998
SONVAT,CoRE,4,0,0,0,13.18133,6.565760000000001,13.18133,2338.03,2652.3,0.6752,0.7659584122698552,0.6752,0.0,0.765958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78000000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,2.6,2.439999999999999,5.039999999999999,8.0,4.0,12.0,84.0,92.0,176.0,-6.1599999999999975,-2.6,-8.760000000000002,14.0,32.0,48.0,64.0,10.443599999999998,25.112000000000005,34.054399999999994,43.0992,80.0,192.0,256.0,320.0,2338.0,4480.0,4832.0,6016.0,127.89879999999998,244.928,456.19520000000006,525.6319999999997,4.0,4.0,8.0,1.9043999999999992,4.029600000000001,4.2504,8.28,16.0,32.0,48.0,80.0,841.0,928.0,696.0,1624.0,3.61,26.144,19.38,45.524,18.0,36.0,54.0,66.0,8.944199999999997,19.126800000000006,27.591,31.00020000000001,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.2129999999999
